location,price,bill_of_sale,mortgage,repair,area_m2,number_of_room,floor,price_per_m2
Nəriman Nərimanov m.,183000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,102.6,2,8,2350.35568779757
Gənclik m.,354999,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.1,3,15,2404.484840820714
Nərimanov r.,224999,Çıxarış var,Ipoteka yoxdur,Təmirsiz,105.1,2,17,2262.3388868301045
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,12,2262.3388868301045
Nəriman Nərimanov m.,261500,Çıxarış var,Ipoteka yoxdur,Təmirli,138.8,3,10,2350.35568779757
Nəriman Nərimanov m.,290000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,157.0,3,8,2350.35568779757
Nərimanov r.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,145.0,3,16,2262.3388868301045
Nərimanov r.,277000,Çıxarış var,İpoteka var,Təmirli,143.0,3,16,2262.3388868301045
Nərimanov r.,275000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,166.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,369000,Çıxarış var,Ipoteka yoxdur,Təmirli,210.0,6,2,2350.35568779757
Nərimanov r.,400000,Çıxarış var,Ipoteka yoxdur,Təmirli,163.0,4,2,2262.3388868301045
Nərimanov r.,257000,Çıxarış var,İpoteka var,Təmirli,109.0,3,13,2262.3388868301045
Nəriman Nərimanov m.,190000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,106.0,2,14,2350.35568779757
Nəriman Nərimanov m.,238000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,78.0,2,8,2350.35568779757
Gənclik m.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,59.0,2,5,2404.484840820714
Nəriman Nərimanov m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,120.0,3,18,2350.35568779757
Nəriman Nərimanov m.,276900,Çıxarış var,İpoteka var,Təmirli,110.0,3,3,2350.35568779757
28 May m.,260000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,110.0,2,11,2292.720682644982
Nəriman Nərimanov m.,350000,Çıxarış var,Ipoteka yoxdur,Təmirli,150.0,3,11,2350.35568779757
Nərimanov r.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,76.0,2,9,2262.3388868301045
Nərimanov r.,295000,Çıxarış var,İpoteka var,Təmirli,128.0,3,15,2262.3388868301045
Nəriman Nərimanov m.,256000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,9,2350.35568779757
Gənclik m.,319000,Çıxarış var,İpoteka var,Təmirli,120.0,3,14,2404.484840820714
Gənclik m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,155.0,3,15,2404.484840820714
Nərimanov r.,390000,Çıxarış var,Ipoteka yoxdur,Təmirli,172.0,4,3,2262.3388868301045
Nəriman Nərimanov m.,257000,Çıxarış var,Ipoteka yoxdur,Təmirli,135.0,3,6,2350.35568779757
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,13,2262.3388868301045
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,5,2350.35568779757
Gənclik m.,230000,Çıxarış var,İpoteka var,Təmirli,125.0,3,2,2404.484840820714
8 Noyabr m.,179000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,2,6,2189.8477742287632
Nəriman Nərimanov m.,215000,Çıxarış var,Ipoteka yoxdur,Təmirli,88.0,3,5,2350.35568779757
Nəriman Nərimanov m.,370000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,170.0,4,12,2350.35568779757
Nərimanov r.,225000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,105.0,3,15,2262.3388868301045
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,115.0,3,15,2404.484840820714
Nəriman Nərimanov m.,217000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,80.0,3,8,2350.35568779757
Gənclik m.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,60.0,2,12,2404.484840820714
Nərimanov r.,325000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,138.0,3,13,2262.3388868301045
Nərimanov r.,275000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,163.0,4,3,2262.3388868301045
Nərimanov r.,155000,Çıxarış var,Ipoteka yoxdur,Təmirli,54.0,2,15,2262.3388868301045
Gənclik m.,250000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,151.0,4,10,2404.484840820714
Nəriman Nərimanov m.,182000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,72.0,2,3,2350.35568779757
Nərimanov r.,398000,Çıxarış var,Ipoteka yoxdur,Təmirli,155.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,385000,Çıxarış var,İpoteka var,Təmirli,190.0,4,3,2350.35568779757
Nərimanov r.,143000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,56.0,1,6,2262.3388868301045
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,87.0,2,14,2350.35568779757
Nərimanov r.,194700,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,97.4,2,7,2262.3388868301045
Nəriman Nərimanov m.,285000,Çıxarış var,İpoteka var,Təmirli,150.0,3,17,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış var,Ipoteka yoxdur,Təmirli,108.0,3,14,2350.35568779757
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,115.0,3,15,2404.484840820714
Nərimanov r.,330000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,149.7,3,6,2262.3388868301045
Gənclik m.,492800,Çıxarış var,Ipoteka yoxdur,Təmirsiz,176.0,4,9,2404.484840820714
Nərimanov r.,300000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,135.0,3,8,2262.3388868301045
Nərimanov r.,295000,Çıxarış var,Ipoteka yoxdur,Təmirli,95.0,3,17,2262.3388868301045
Nəriman Nərimanov m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,85.0,3,8,2350.35568779757
Gənclik m.,248600,Çıxarış var,Ipoteka yoxdur,Təmirli,113.6,2,5,2404.484840820714
28 May m.,280000,Çıxarış var,İpoteka var,Təmirli,145.0,3,12,2292.720682644982
Nəriman Nərimanov m.,375000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,132.0,3,4,2350.35568779757
Nərimanov r.,370000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,146.0,4,7,2262.3388868301045
Nəriman Nərimanov m.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,65.0,2,11,2350.35568779757
Nəriman Nərimanov m.,213000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,2,3,2350.35568779757
Nəriman Nərimanov m.,500000,Çıxarış var,Ipoteka yoxdur,Təmirli,214.0,4,14,2350.35568779757
Gənclik m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,145.0,3,9,2404.484840820714
Nəriman Nərimanov m.,330000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,9,2350.35568779757
Nəriman Nərimanov m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirli,157.0,3,13,2350.35568779757
Nərimanov r.,345000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,148.0,3,5,2262.3388868301045
Nərimanov r.,275000,Çıxarış var,İpoteka var,Təmirli,165.0,4,3,2262.3388868301045
Nəriman Nərimanov m.,275000,Çıxarış var,Ipoteka yoxdur,Təmirli,97.0,3,7,2350.35568779757
Nəriman Nərimanov m.,225000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,15,2350.35568779757
Nəriman Nərimanov m.,340000,Çıxarış var,Ipoteka yoxdur,Təmirli,127.0,3,10,2350.35568779757
8 Noyabr m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirli,180.0,4,3,2189.8477742287632
Nəriman Nərimanov m.,270000,Çıxarış var,İpoteka var,Təmirli,140.0,2,15,2350.35568779757
Nəriman Nərimanov m.,270000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,157.0,3,4,2350.35568779757
Nəriman Nərimanov m.,297330,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,181.4,4,6,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nərimanov r.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,142.0,3,8,2262.3388868301045
Nəriman Nərimanov m.,310000,Çıxarış var,İpoteka var,Təmirsiz,155.0,4,3,2350.35568779757
Nəriman Nərimanov m.,300000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,113.0,3,13,2350.35568779757
Nəriman Nərimanov m.,300000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,137.0,3,16,2350.35568779757
Gənclik m.,320000,Çıxarış var,Ipoteka yoxdur,Təmirli,156.0,3,10,2404.484840820714
Gənclik m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,143.0,3,9,2404.484840820714
Nəriman Nərimanov m.,330000,Çıxarış var,İpoteka var,Təmirli,114.0,3,4,2350.35568779757
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,112.0,3,15,2404.484840820714
Nərimanov r.,225000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,119.0,2,11,2262.3388868301045
Nərimanov r.,150000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,52.0,2,3,2262.3388868301045
Nəriman Nərimanov m.,130000,Çıxarış var,Ipoteka yoxdur,Təmirli,59.0,2,5,2350.35568779757
Nəriman Nərimanov m.,235000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,78.0,2,7,2350.35568779757
Nəriman Nərimanov m.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,105.0,3,11,2350.35568779757
Nərimanov r.,330000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,122.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,325000,Çıxarış var,İpoteka var,Təmirsiz,130.0,3,4,2350.35568779757
28 May m.,365000,Çıxarış var,İpoteka var,Təmirsiz,215.0,4,11,2292.720682644982
Nərimanov r.,205000,Çıxarış var,İpoteka var,Təmirli,65.0,2,6,2262.3388868301045
Nərimanov r.,185000,Çıxarış var,Ipoteka yoxdur,Təmirli,65.0,3,4,2262.3388868301045
Nəriman Nərimanov m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirli,118.0,3,3,2350.35568779757
Gənclik m.,235400,Çıxarış var,Ipoteka yoxdur,Təmirsiz,107.0,2,13,2404.484840820714
Nəriman Nərimanov m.,142900,Çıxarış var,Ipoteka yoxdur,Təmirli,56.0,1,7,2350.35568779757
Nəriman Nərimanov m.,245000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,3,2350.35568779757
Gənclik m.,390000,Çıxarış var,İpoteka var,Təmirsiz,157.0,3,13,2404.484840820714
Nəriman Nərimanov m.,210000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.0,3,11,2350.35568779757
Nərimanov r.,198000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,4,2262.3388868301045
Nəriman Nərimanov m.,308000,Çıxarış var,İpoteka var,Təmirsiz,154.0,3,9,2350.35568779757
Nəriman Nərimanov m.,145000,Çıxarış var,İpoteka var,Təmirli,68.0,2,3,2350.35568779757
Nərimanov r.,165000,Çıxarış var,Ipoteka yoxdur,Təmirli,80.0,2,14,2262.3388868301045
Nərimanov r.,285000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,134.5,3,8,2262.3388868301045
28 May m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,120.0,3,4,2292.720682644982
Gənclik m.,150000,Çıxarış var,Ipoteka yoxdur,Təmirli,72.0,2,5,2404.484840820714
28 May m.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,10,2292.720682644982
Nərimanov r.,154000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,5,2262.3388868301045
28 May m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,62.0,2,11,2292.720682644982
Nəriman Nərimanov m.,235000,Çıxarış var,Ipoteka yoxdur,Təmirli,79.0,2,12,2350.35568779757
Gənclik m.,324999,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,133.1,3,10,2404.484840820714
Nəriman Nərimanov m.,400000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,4,9,2350.35568779757
Nəriman Nərimanov m.,235000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,78.0,2,6,2350.35568779757
Nəriman Nərimanov m.,180000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,74.0,2,4,2350.35568779757
Nəriman Nərimanov m.,178000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,75.0,2,15,2350.35568779757
Nəriman Nərimanov m.,163000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,65.6,1,10,2350.35568779757
Nəriman Nərimanov m.,390000,Çıxarış var,Ipoteka yoxdur,Təmirli,168.0,4,7,2350.35568779757
Nəriman Nərimanov m.,249900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,98.0,2,14,2350.35568779757
Nəriman Nərimanov m.,255000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,102.0,2,14,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.0,2,12,2350.35568779757
Nəriman Nərimanov m.,310000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,130.0,3,9,2350.35568779757
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,101.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,156000,Çıxarış var,Ipoteka yoxdur,Təmirli,65.0,2,3,2350.35568779757
Nərimanov r.,250000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,12,2262.3388868301045
Nəriman Nərimanov m.,188000,Çıxarış var,Ipoteka yoxdur,Təmirli,78.0,2,4,2350.35568779757
Gənclik m.,315000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,90.0,2,9,2404.484840820714
Nəriman Nərimanov m.,285000,Çıxarış var,İpoteka var,Təmirli,150.0,3,17,2350.35568779757
Nərimanov r.,235660,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,117.8,3,5,2262.3388868301045
Nəriman Nərimanov m.,416000,Çıxarış var,İpoteka var,Təmirsiz,189.0,4,11,2350.35568779757
Nərimanov r.,508860,Çıxarış var,Ipoteka yoxdur,Təmirsiz,231.0,4,4,2262.3388868301045
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,103.0,3,11,2262.3388868301045
Nəriman Nərimanov m.,215000,Çıxarış var,İpoteka var,Təmirli,115.0,3,14,2350.35568779757
Nəriman Nərimanov m.,438000,Çıxarış var,İpoteka var,Təmirli,181.0,4,12,2350.35568779757
Nərimanov r.,254000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,117.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,157.0,3,13,2350.35568779757
Nərimanov r.,285000,Çıxarış var,İpoteka var,Təmirsiz,128.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,102000,Çıxarış var,Ipoteka yoxdur,Təmirli,63.0,2,2,2350.35568779757
Gənclik m.,330000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,146.0,3,10,2404.484840820714
Gənclik m.,278000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,139.0,3,8,2404.484840820714
Gənclik m.,170000,Çıxarış var,Ipoteka yoxdur,Təmirli,58.0,2,2,2404.484840820714
Nəriman Nərimanov m.,297600,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,124.0,3,14,2350.35568779757
Nəriman Nərimanov m.,255000,Çıxarış var,Ipoteka yoxdur,Təmirli,137.0,3,11,2350.35568779757
Nəriman Nərimanov m.,378000,Çıxarış var,İpoteka var,Təmirli,125.0,3,7,2350.35568779757
Gənclik m.,279000,Çıxarış var,İpoteka var,Təmirli,117.0,3,16,2404.484840820714
Nəriman Nərimanov m.,278000,Çıxarış var,İpoteka var,Təmirli,116.0,3,12,2350.35568779757
Gənclik m.,270000,Çıxarış var,Ipoteka yoxdur,Təmirli,110.0,3,19,2404.484840820714
Nərimanov r.,355000,Çıxarış var,İpoteka var,Təmirli,151.1,3,14,2262.3388868301045
Nərimanov r.,290000,Çıxarış var,İpoteka var,Təmirli,134.0,3,3,2262.3388868301045
Gənclik m.,385000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,135.0,4,5,2404.484840820714
Nərimanov r.,165000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,8,2262.3388868301045
Nəriman Nərimanov m.,350000,Çıxarış var,Ipoteka yoxdur,Təmirli,130.0,3,9,2350.35568779757
Nəriman Nərimanov m.,185000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,70.0,2,5,2350.35568779757
Nərimanov r.,400000,Çıxarış var,İpoteka var,Təmirli,125.5,3,3,2262.3388868301045
Nərimanov r.,194700,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,97.4,2,7,2262.3388868301045
Nəriman Nərimanov m.,254000,Çıxarış var,İpoteka var,Təmirli,106.0,3,13,2350.35568779757
Nəriman Nərimanov m.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,100.3,2,8,2350.35568779757
Nərimanov r.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,76.0,2,9,2262.3388868301045
Nəriman Nərimanov m.,105000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,55.5,1,11,2350.35568779757
Nəriman Nərimanov m.,305000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,181.0,4,6,2350.35568779757
Nəriman Nərimanov m.,225000,Çıxarış var,İpoteka var,Təmirli,110.0,3,16,2350.35568779757
Nəriman Nərimanov m.,189900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,95.0,3,16,2350.35568779757
Nərimanov r.,430000,Çıxarış var,Ipoteka yoxdur,Təmirsiz,220.0,5,5,2262.3388868301045
Nərimanov r.,350000,Çıxarış var,İpoteka var,Təmirli,175.0,4,13,2262.3388868301045
Nərimanov r.,154000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,67.0,2,5,2262.3388868301045
Gənclik m.,215000,Çıxarış var,Ipoteka yoxdur,Təmirli,112.0,3,15,2404.484840820714
Gənclik m.,76500,Çıxarış var,Ipoteka yoxdur,Təmirsiz,32.0,1,5,2404.484840820714
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,110.0,3,15,2404.484840820714
Nərimanov r.,200000,Çıxarış var,Ipoteka yoxdur,Təmirli,74.0,2,4,2262.3388868301045
Nərimanov r.,310000,Çıxarış var,İpoteka var,Təmirli,170.0,3,13,2262.3388868301045
Gənclik m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,66.0,2,3,2404.484840820714
Nərimanov r.,225000,Çıxarış var,Ipoteka yoxdur,Təmirli,108.0,3,5,2262.3388868301045
Nərimanov r.,262000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,102.0,3,11,2262.3388868301045
Nərimanov r.,260000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,97.0,3,9,2262.3388868301045
Nəriman Nərimanov m.,430000,Çıxarış var,Ipoteka yoxdur,Təmirli,220.0,5,5,2350.35568779757
Nəriman Nərimanov m.,277000,Çıxarış var,Ipoteka yoxdur,Təmirli,116.0,3,12,2350.35568779757
Nəriman Nərimanov m.,159000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,57.0,2,12,2350.35568779757
Nərimanov r.,398000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,168.0,4,8,2262.3388868301045
Gənclik m.,370000,Çıxarış var,Ipoteka yoxdur,Təmirli,190.0,3,6,2404.484840820714
Nərimanov r.,315000,Çıxarış var,İpoteka var,Təmirli,171.0,3,13,2262.3388868301045
Nəriman Nərimanov m.,206000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,106.0,2,6,2350.35568779757
Nəriman Nərimanov m.,254000,Çıxarış var,İpoteka var,Təmirli,106.0,3,13,2350.35568779757
Nərimanov r.,487284,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,232.0,4,7,2262.3388868301045
Nəriman Nərimanov m.,145000,Çıxarış var,İpoteka var,Təmirli,68.0,2,3,2350.35568779757
Nərimanov r.,174900,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,87.5,2,7,2262.3388868301045
Nərimanov r.,265000,Çıxarış var,İpoteka var,Təmirli,130.0,3,10,2262.3388868301045
Nəriman Nərimanov m.,102000,Çıxarış var,İpoteka var,Təmirli,60.0,2,2,2350.35568779757
Nəriman Nərimanov m.,377000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,129.0,3,4,2350.35568779757
Gənclik m.,392000,Çıxarış var,Ipoteka yoxdur,Təmirli,160.0,3,13,2404.484840820714
Nəriman Nərimanov m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,7,2350.35568779757
Nəriman Nərimanov m.,222200,Çıxarış var,Ipoteka yoxdur,Təmirsiz,101.0,2,10,2350.35568779757
Nərimanov r.,195000,Çıxarış var,İpoteka var,Təmirli,47.0,2,6,2262.3388868301045
Nəriman Nərimanov m.,275000,Çıxarış var,Ipoteka yoxdur,Təmirli,86.0,2,9,2350.35568779757
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,112.0,3,15,2404.484840820714
28 May m.,129000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,45.0,2,13,2292.720682644982
28 May m.,135000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,56.0,2,9,2292.720682644982
Nərimanov r.,143000,Çıxarış var,İpoteka var,Təmirli,56.0,1,6,2262.3388868301045
Nərimanov r.,230000,Çıxarış var,İpoteka var,Təmirli,135.0,3,12,2262.3388868301045
Nəriman Nərimanov m.,255000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,96.0,3,13,2350.35568779757
Nərimanov r.,290000,Çıxarış var,Ipoteka yoxdur,Təmirli,100.0,3,5,2262.3388868301045
Nəriman Nərimanov m.,285000,Çıxarış var,Ipoteka yoxdur,Təmirli,163.0,4,6,2350.35568779757
Gənclik m.,245000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,117.0,3,4,2404.484840820714
Nəriman Nərimanov m.,213000,Çıxarış var,İpoteka var,Təmirli,115.0,3,15,2350.35568779757
Gənclik m.,222000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,106.5,3,8,2404.484840820714
Nəriman Nərimanov m.,220000,Çıxarış var,Ipoteka yoxdur,Təmirli,75.0,2,7,2350.35568779757
Gənclik m.,315000,Çıxarış var,Ipoteka yoxdur,Təmirli,180.0,4,15,2404.484840820714
8 Noyabr m.,117000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,61.5,2,5,2189.8477742287632
Nəriman Nərimanov m.,267000,Çıxarış var,İpoteka var,Təmirli,100.0,3,7,2350.35568779757
28 May m.,215000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,77.0,2,9,2292.720682644982
Gənclik m.,216000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,104.0,3,14,2404.484840820714
Nəriman Nərimanov m.,148000,Çıxarış var,İpoteka var,Təmirli,65.0,2,3,2350.35568779757
Nərimanov r.,215000,Çıxarış var,Ipoteka yoxdur,Təmirli,90.0,2,6,2262.3388868301045
Nəriman Nərimanov m.,276000,Çıxarış var,Ipoteka yoxdur,Təmirli,116.0,3,12,2350.35568779757
Nərimanov r.,308000,Çıxarış var,Ipoteka yoxdur,Təmirli,116.0,3,3,2262.3388868301045
Nəriman Nərimanov m.,179000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,68.0,2,6,2350.35568779757
Gənclik m.,340000,Çıxarış var,İpoteka var,Təmirli,107.0,3,5,2404.484840820714
Nəriman Nərimanov m.,190000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,86.7,2,14,2350.35568779757
Gənclik m.,340000,Çıxarış var,İpoteka var,Təmirli,104.0,3,5,2404.484840820714
Nərimanov r.,199000,Çıxarış var,İpoteka var,Təmirsiz,99.5,2,4,2262.3388868301045
Nərimanov r.,208950,Çıxarış var,İpoteka var,Təmirsiz,99.5,2,14,2262.3388868301045
Nəriman Nərimanov m.,340000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,139.5,3,16,2350.35568779757
Gənclik m.,335000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,134.0,3,9,2404.484840820714
Nəriman Nərimanov m.,153000,Çıxarış var,Ipoteka yoxdur,Təmirli,70.0,2,3,2350.35568779757
Gənclik m.,215000,Çıxarış var,İpoteka var,Təmirli,112.0,3,15,2404.484840820714
Nərimanov r.,210000,Çıxarış var,İpoteka var,Təmirli,65.5,2,11,2262.3388868301045
Nərimanov r.,300000,Çıxarış var,Ipoteka yoxdur,Təmirli,157.0,3,2,2262.3388868301045
Nərimanov r.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,130.0,3,7,2262.3388868301045
Nəriman Nərimanov m.,320000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,112.0,3,12,2350.35568779757
Nəriman Nərimanov m.,229000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,135.0,3,7,2350.35568779757
Nəriman Nərimanov m.,195000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirsiz,114.0,3,10,2350.35568779757
Nəriman Nərimanov m.,199000,Çıxarış var,Ipoteka yoxdur,Təmirli,101.0,3,8,2350.35568779757
Nərimanov r.,210000,Çıxarış var,Ipoteka yoxdur,Təmirli,108.0,3,13,2262.3388868301045
Nəriman Nərimanov m.,189000,Çıxarış yoxdur,Ipoteka yoxdur,Təmirli,67.0,2,10,2350.35568779757
